Artist,Genres,Songs,Popularity,Link
Lupe Fiasco,Rap,116,0,/lupe-fiasco/
509-e,Rap; Hip Hop; Black Music,35,0,/509-e/
Mos Def,Rap; Black Music; Hip Hop,86,0,/mos-def/
Face da Morte,Rap,49,0,/face-da-morte/
Start,Rap; Hip Hop; Black Music,42,0,/start/
Mobb Deep,Rap; Hip Hop,161,0,/mobb-deep/
Mc Fox,Rap; Hip Hop; Funk Carioca,31,0,/mc-fox/
Kamau,Rap; Hip Hop; Black Music,52,0,/kamau/
Naughty By Nature,Rap; Hip Hop,47,0,/naughty-by-nature/
RZO,Rap; Hip Hop; Black Music,43,0,/rzo/
Shawlin,Rap; Hip Hop; Black Music,51,0,/shawlin/
Consciência X Atual,Rap; Hip Hop; Pagode,24,0,/consciencia-x-atual/
Eric B. & Rakim,Rap; Hip Hop,12,0,/eric-b-amp-rakim/
LL Cool J,Rap,170,0,/ll-cool-j/
Missy Elliott,Rap,156,0,/missy-elliott/
A Tribe Called Quest,Rap,106,0,/a-tribe-called-quest/
Detentos do Rap,Rap; Hip Hop; Funk,37,0,/detentos-do-rap/
Rappin Hood,Rap,31,0,/rappin-hood/
Dalsin,Rap,64,0,/dalsin/
DJ Jazzy Jeff & The Fresh Prince,Rap; Jazz; Blues,67,0,/jazzy-jeff-and-the-fresh-prince/
Lil Tecca,Rap,39,0.1,/lil-tecca/
Pentágono,Rap; Hip Hop; Reggae,38,0,/pentagono/
T H MC,Rap,13,0,/t-h-mc/
De La Soul,Rap,144,0,/de-la-soul/
Afrika Bambaataa,Rap; Funk; Hip Hop,9,0,/afrika-bambaataa/
Whodini,Rap; Funk; Hip Hop,8,0,/whodini/
A Família,Rap; Hip Hop,24,0,/a-familia/
Neurônio Sub-consciente,Rap; Reggae; Funk,38,0,/neuronio-sub-consciente/
Guind'art 121,Rap,28,0,/guindart-121/
Lil Yachty,Rap,67,0,/lil-yachty/
Patrick Horla,Rap; Psicodelia; Hip Hop,13,0,/patrick-horla/
Tonzim,Rap; Hip Hop; Surf Music,33,0,/tonzim/
Boss Ac,Rap; Hip Hop; Romântico,67,0,/boss-ac/
Ogi,Rap; Hip Hop,30,0,/ogi/
Slick Rick,Rap; Hip Hop; Clássico,48,0,/slick-rick/
Contra-fluxo,Rap; Hip Hop,20,0,/contra-fluxo/
Desce a Letra,Rap; Hip Hop; Electronica,18,0,/desce-a-letra/
Palhaço Assassino,Rap,16,0,/palhaco-assassino/
De Leve,Rap; Hip Hop,46,0,/de-leve/
Ice-T,Rap; Hip Hop; Black Music,114,0,/ice-t/
Grandmaster Flash,Rap,16,0,/grandmaster-flash/
Bow Wow & Omarion,Rap; Hip Hop; Black Music,13,0,/bow-wow-omarion/
Scarface,Rap; Hip Hop; Black Music,100,0,/scarface/
Nega Gizza,Rap; Axé,10,0,/nega-gizza/
Boogie Down Productions,Rap; Axé; Funk,75,0,/boogie-down-productions/
Danito,Rap,32,0,/danito/
Kool Moe Dee,Rap; Funk; Hip Hop,32,0,/kool-moe-dee/
Yannick Hara,Rock; Trip-Hop; Rap,15,0,/yannick-hara/
Código Penal,Rap; Reggae; Hip Hop,11,0,/codigo-penal/
Xis,Rap; Hip Hop; Reggae,16,0,/xis/
Kurtis Blow,Rap; Hip Hop; Rock,14,0,/kurtis-blow/
Digital Underground,Rap; Dance; Hip Hop,54,0,/digital-underground/
Jermaine Dupri,Rap,58,0,/jermaine-dupri/
$ifra,Trap; Rap,19,0,/sifra/
Onyx,Rap; Hardcore,63,0,/onyx/
Master P,Rap; Hip Hop; Chillout,227,0,/master-p/
Potencial 3,Rap; Hip Hop; Black Music,24,0,/potencial-3/
Chip,Rap,40,0,/chip/
Digable Planets,Rap,6,0,/digable-planets/
M.R.N.,Rap; Hip Hop; Axé,4,0,/mrn/
EPMD,Rap; Hip Hop,108,0,/epmd/
DMN,Rap; Hip Hop; Funk,24,0,/dmn/
Azizi Gibson,Rap,13,0,/azizi-gibson/
Leonel Tir Na nOg,Rap,101,0,/leonel-tir-na-nog/
Biz Markie,Rap; Reggae; Fado,28,0,/biz-markie/
Preto & Branco,Rap,31,0,/preto-branco/
Benny Mayne,Rap,2,0,/benny-mayne/
Dipset/The Diplomats,Rap,84,0,/dipset/
Bob Marley,Reggae,178,29.8,/bob-marley/
SOJA (Soldiers of Jah Army),Reggae; Surf Music,111,9.9,/soja-soldiers-of-jah-army/
Israel Kamakawiwo'ole,Surf Music; Reggae,28,10.3,/israel-kamawiwoole/
Jimmy Cliff,Reggae,47,6,/jimmy-cliff/
Natiruts,Reggae; Romântico,130,4.4,/natiruts/
Magic!,Reggae,41,4.6,/magic-11/
Maneva,Reggae,84,2,/maneva/
Cidade Negra,Reggae; Soul Music,134,1.8,/cidade-negra/
Armandinho,Romântico; Reggae; Surf Music,90,2.3,/armandinho/
Ben Harper,Rock; Reggae; Surf Music,167,2.7,/ben-harper/
Alpha Blondy,Reggae,96,1.6,/alpha-blondy/
Chimarruts,Romântico; Reggae; Trilha Sonora,73,1.4,/chimarruts/
Ponto de Equilíbrio,Reggae,78,1,/ponto-de-equilibrio/
Onze:20,Reggae; Romântico,57,1.7,/onze20/
Edson Gomes,Reggae,88,1,/edson-gomes/
Shaggy,Reggae,86,1,/shaggy/
Sublime,Surf Music; Reggae; Ska,98,1,/sublime/
Dazaranha,Reggae,102,1,/dazaranha/
Ventania,Reggae; Rock; Rock Alternativo,35,1,/ventania/
Lucky Dube,Reggae,112,0,/lucky-dube/
Tribo de Jah,Reggae,166,1,/tribo-de-jah/
Dread Mar I,Reggae,114,0.4,/dread-mar-i/
Planta & Raiz,Reggae,105,1,/planta-raiz/
Ziggy Marley,Reggae,171,1,/ziggy-marley/
Dezarie,Reggae,32,0,/dezarie/
Matisyahu,Reggae; Hip Hop; Gospel/Religioso,79,0,/matisyahu/
Peter Tosh,Reggae,77,1,/peter-tosh/
Papas da Língua,Reggae; Romântico; Pop,72,1,/papas-da-lingua/
Inner Circle,Reggae,23,1,/inner-circle/
Groundation,Reggae,91,0,/groundation/
Damian Marley,Reggae; Hip Hop; Rap,67,0,/damian-marley/
Mato Seco,Reggae; Gospel/Religioso; Axé,55,1,/mato-seco/
Gregory Isaacs,Reggae; Funk; Surf Music,17,1,/gregory-isaacs/
Maskavo,Reggae; Romântico; Surf Music,74,0,/maskavo/
Steel Pulse,Reggae,120,0,/steel-pulse/
311,Rock; Surf Music; Reggae,208,1,/311/
Adão Negro,Reggae; Pagode; Axé,79,0,/adao-negro/
Ivo Mozart,Surf Music; Reggae; Romântico,30,0,/ivo-mozart/
Alborosie,Reggae,45,0,/alborosie/
Big Mountain,Reggae; Rock,39,0,/big-mountain/
The Gladiators,Reggae; Ska; Blues,62,0,/the-gladiators/
Filosofia Reggae,Reggae; Blues; Romântico,28,0,/filosofia-reggae/
Edu Ribeiro & Banda Cativeiro,Reggae; Romântico; Soul Music,27,0,/edu-ribeiro-e-cativeiro/
Slightly Stoopid,Surf Music; Reggae; Ska,105,0,/slightly-stoopid/
Toots And The Maytals,Reggae,40,0,/toots-and-the-maytals/
Zona Ganjah,Reggae; Reggaeton; Romântico,57,0,/zona-ganjah/
Macucos,Reggae,50,0,/macucos/
Manitu,Reggae; Surf Music; Romântico,63,0,/manitu/
Midnite,Reggae; World Music; Soul Music,36,0,/midnite/
Salomão do Reggae,Reggae; Gospel/Religioso; Surf Music,29,0,/salomao-do-reggae/
Kuase Nada,Reggae,20,0,/kuase-nada/
Rebelution,Reggae,46,0,/rebelution/
Ben Roots,Reggae,36,0,/ben-roots/
Maxi Priest,Reggae; Surf Music; Axé,24,0,/maxi-priest/
Pato Banton,Reggae; Sertanejo; Forró,15,0,/pato-banton/
Eric Donaldson,Reggae,22,0,/eric-donaldson/
Monte Zion,Reggae; Reggaeton; Axé,27,0,/monte-zion/
Burning Spear,Reggae,64,0,/burning-spear/
Felipe Silva Zion,Reggae,8,1,/felipe-silva-zion/
Leões de Israel,Reggae; Instrumental; Gospel/Religioso,22,0,/leoes-de-israel/
Kymani Marley,Reggae; Rap; Hip Hop,11,0,/kymani-marley/
Lee Perry,Reggae,7,0,/lee-perry/
Black Uhuru,Reggae; Surf Music,38,0,/black-uhuru/
To Fly,Reggae; Samba,27,0,/to-fly/
Nego Blue,Reggae; Funk; Funk Carioca,13,0,/nego-blue/
Yeman Jah,Reggae,9,0,/yeman-jah/
Gui Brandão,Sertanejo; Reggae,1,0,/gui-brandao/
Taty e Vitor,Reggae; Sertanejo,13,0,/taty-e-vitor/
Don Omar,Reggaeton; Hip Hop,206,2.3,/don-omar/
Ozuna,Reggaeton,103,1.5,/ozuna/
Nicky Jam,Reggaeton,205,1.2,/nicky-jam/
Cali Y El Dandee,Reggaeton,52,16.1,/cali-y-el-dandee/
Wisin Y Yandel,Reggaeton,293,0,/wisin-y-yandel/
Gente de Zona,Reggaeton,48,0,/gente-de-zona/
Ivy Queen,Reggaeton,74,0,/ivy-queen/
Chapa C,Reggaeton; Reggae; Romântico,57,0,/chapa-c/
Tito El Bambino,Reggaeton,118,0,/tito-el-bambino/
Tego Calderón,Reggaeton; Reggae; Hip Hop,105,0,/tego-calderon/
Lucenzo,Reggaeton; Electronica; Dance,16,0,/lucenzo/
Vico C,Reggaeton,111,0,/vico-c/
Zion y Lennox,Reggaeton,132,0,/zyon-y-lennox/
Tainy,Reggaeton,13,0.1,/tainy/
RKM & Ken-Y,Reggaeton; Romântico; Dance,81,0,/rakim-y-ken-y/
Alexis Y Fido,Reggaeton; Hip Hop; Electronica,63,0,/alexis-y-fido/
Anuel AA & Ozuna,Reggaeton,12,0.4,/anuel-aa-ozuna/
Ñejo,Reggaeton,63,0,/nejo/
J Alvaréz,Reggaeton,76,0,/j-alvarez/
Jowell & Randy,Reggaeton; Electronica; R&B,63,0,/jowell-randy/
Trebol Clan,Reggaeton; Black Music,31,0,/trebol-clan/
Dyland & Lenny,Reggaeton,8,0,/dyland-lenny/
Tony Dize,Reggaeton; Forró; Pagode,49,0,/tony-dize/
Eddie Dee,Reggaeton,34,0,/eddie-dee/
Luny Tunes,Reggaeton; Axé; Funk Carioca,32,0,/luny-tunes/
Baby Rasta & Gringo,Reggaeton; Hip Hop; Axé,114,0,/baby-rasta-gringo/
Hector Y Tito,Reggaeton; Reggae,61,0,/hector-y-tito/
Flex (Nigga),Reggaeton; Reggae; Axé,40,0,/flex-nigga/
Banda Calypso,Regional; Romântico,310,2,/banda-calypso/
Baitaca,Regional,147,1.5,/baitaca/
Teixeirinha,Regional,500,1.4,/teixeirinha/
Os Serranos,Regional,153,1,/os-serranos/
Barrerito,Sertanejo; Regional; Disco,113,1,/barrerito/
Luiz Marenco,Regional,191,0,/luiz-marenco/
Xirú Missioneiro,Regional; Sertanejo,261,0,/xiru-missioneiro/
Os Monarcas,Regional,104,0,/os-monarcas/
Gildo de Freitas,Regional; Sertanejo; Instrumental,169,1,/gildo-de-freitas/
Rolando Boldrin,Regional; Sertanejo; MPB,143,0,/rolando-boldrin/
Cesar Oliveira & Rogério Melo,Regional,177,0,/cesar-oliveira-e-rogerio-mello/
Grupo Rodeio,Regional; Sertanejo; Músicas Gaúchas,82,0,/grupo-rodeio/
Jairo Lambari Fernandes,Regional; Músicas Gaúchas; Blues,61,0,/jairo-lambari-fernandes/
Joca Martins,Regional,147,0,/joca-martins/
Ita Cunha,Regional,16,0,/ita-cunha/
Howay,Regional; Rock,17,0,/howay/
John Lennon,Rock; Romântico,135,43.8,/john-lennon/
Bryan Adams,Romântico; Rock; Trilha Sonora,271,20.8,/bryan-adams/
Rod Stewart,Rock; Romântico,453,16.2,/rod-stewart/
Creed,Rock Alternativo; Rock; Romântico,57,9.1,/creed/
4 Non Blondes,Rock,15,10.1,/4-non-blondes/
Dire Straits,Soft Rock; Rock,64,8.2,/dire-straits/
David Bowie,Rock,463,6.8,/david-bowie/
Bruce Springsteen,Rock,505,5.2,/bruce-springsteen/
Dido,Rock; Pop,100,5.7,/dido/
3 Doors Down,Romântico; Rock; Rock Alternativo,91,5,/3-doors-down/
Chris Isaak,Rock,143,4.8,/chris-isaak/
Nazareth,Rock; Hard Rock,272,3.4,/nazareth/
Thirty Seconds To Mars,Rock Alternativo; Rock,89,4,/thirty-seconds-to-mars/
Barão Vermelho,Rock; Pop/Rock,162,2.1,/barao-vermelho/
The Verve,Rock; Rock Alternativo,78,3.3,/the-verve/
Ira!,Rock,150,1.8,/ira/
The Animals,Rock,108,2.5,/the-animals/
Incubus,Rock; Rock Alternativo,129,2.2,/incubus/
Men At Work,Rock,35,2.2,/men-at-work/
Velhas Virgens,Rock,146,2,/velhas-virgens/
The Beach Boys,Surf Music; Rock,341,2.1,/beach-boys/
Santana,Rock,275,1.7,/santana/
No Doubt,Rock; Ska,123,2,/no-doubt/
The Who,Rock; Hard Rock,250,1.5,/the-who/
Alter Bridge,Rock; Hard Rock,97,1.2,/alter-bridge/
Liam Gallagher,Rock; Rock Alternativo,34,1.5,/liam-gallagher/
KT Tunstall,Rock; Pop/Rock,107,1.3,/kt-tunstall/
Chris Cornell,Rock,86,1,/chris-cornell/
Sheryl Crow,Rock,153,1.4,/sheryl-crow/
Ultraje A Rigor,Rock,90,1,/ultraje-a-rigor/
White Stripes,Rock; Rock Alternativo,115,1,/the-white-stripes/
Pato Fu,Rock; Pop/Rock,146,0.5,/pato-fu/
Deftones,Rock; Heavy Metal,165,0,/deftones/
Velvet Underground,Rock,74,0,/velvet-underground/
ZZ Top,Rock; Blues,176,1,/zz-top/
Seether,Rock; Hard Rock; Grunge,125,1,/seether/
Tom Petty,Rock,202,1,/tom-petty-and-the-heartbreakers/
Lobão,Rock,120,0,/lobao/
Thousand Foot Krutch,Rock; Gospel/Religioso; Hard Rock,109,1,/thousand-foot-krutch/
Lou Reed,Rock,223,0,/lou-reed/
The Cult,Rock; Hard Rock; Gótico,136,1,/the-cult/
Matchbox Twenty,Rock; Pop/Rock; Rock Alternativo,71,1,/matchbox-20/
Camisa de Vênus,Rock,96,0,/camisa-de-venus/
Staind,Rock; Rock Alternativo; Heavy Metal,98,1,/staind/
Jet,Rock; Indie; Rock Alternativo,54,1,/jet/
Bush,Rock; Grunge,132,0,/bush/
Stevie Nicks,Rock,125,0,/stevie-nicks/
Jane's Addiction,Rock,59,0,/janes-addiction/
Sarah McLachlan,Rock; Romântico; Trilha Sonora,128,0,/sarah-mclachlan/
Stereophonics,Rock,187,1,/stereophonics/
Malta,Romântico; Rock; Rock Alternativo,51,1,/malta/
Slade,Rock; Hard Rock; Pop/Punk,196,0,/slade/
TNT (Brasil),Rock; Hard Rock; Pop/Rock,57,0,/tnt-brasil/
Blur,Rock; Rock Alternativo; Indie,179,1,/blur/
Emmerson Nogueira,Rock; Pop/Rock; Pop,96,0,/emmerson-nogueira/
10000 Maniacs,Rock; Pop; Electronica,110,0,/10000-maniacs/
Aliados,Rock; Pop/Rock,75,0,/aliados/
Tihuana,Rock,73,0,/tihuana/
Ritchie Valens,Rock; Clássico; Rockabilly,13,0,/ritchie-valens/
Nação Zumbi,Rock,94,0,/nacao-zumbi/
Fiona Apple,Rock,77,1,/fiona-apple/
Supernatural (série),Trilha Sonora; Rock; Hard Rock,85,1,/supernatural-serie/
Esteban,Rock; Emocore; Blues,64,0,/esteban/
Shinedown,Rock; Hard Rock,87,1,/shinedown/
Puddle Of Mudd,Rock; Grunge; Rock Alternativo,78,0,/puddle-of-mudd/
Jimmy Eat World,Rock,153,0,/jimmy-eat-world/
Needtobreathe,Rock Alternativo; Rock,105,0.2,/needtobreathe/
Eagle-Eye Cherry,Rock,67,3,/eagle-eye-cherry/
Ben's Brother,Rock; Romântico; Pop/Rock,18,0,/bens-brother/
O.A.R.,Rock; Pop/Rock; Pop,104,0,/oar/
O Surto,Rock; Rock Alternativo; Punk Rock,33,0,/o-surto/
Michelle Branch,Rock; Pop/Rock; Pop,77,0,/michelle-branch/
Cliff Richard,Rock,280,0.2,/cliff-richard/
Grand Funk Railroad,Rock,112,0,/grand-funk-railroad/
Meredith Brooks,Rock; Pop/Rock; Reggae,59,0,/meredith-brooks/
Ryan Adams,Rock,231,0,/ryan-adams/
Hinder,Rock; Hard Rock; Pop/Rock,45,0,/hinder/
Badfinger,Rock,120,0,/badfinger/
Stray Cats,Rockabilly; Rock; Blues,97,0,/stray-cats/
Jerry Lee Lewis,Rockabilly; Rock,178,0,/jerry-lee-lewis/
Pat Benatar,Rock,130,0,/pat-benatar/
Autoramas,Rock,74,0,/autoramas/
Poets Of The Fall,Rock; Rock Alternativo; Pop/Rock,88,0,/poets-of-the-fall/
Cachorro Grande,Rock,100,0,/cachorro-grande/
WWE,Rock; Hip Hop; Pop/Rock,140,0,/wwe/
Scott Stapp,Rock,40,0,/scott-stapp/
Marcelo Nova,Rock,61,0,/marcelo-nova/
Theory Of A Deadman,Rock; Rock Alternativo; Grunge,97,0,/theory-of-a-deadman/
Tópaz,Rock; Pop/Rock; Rock Alternativo,55,0,/banda-topaz/
Buddy Holly,Rock; Rockabilly; Country,56,0,/buddy-holly/
Bill Haley & His Comets,Rockabilly; Rock; Blues,22,0,/bill-haley-his-comets/
Smith/Kotzen,Rock,10,0,/smith-kotzen/
Scars On Broadway,Rock,26,0,/scars-on-broadway/
Steven Tyler,Rock,24,0,/steven-tyler/
Faces,Rock,45,0.1,/faces/
Aborto Elétrico,Rock; Punk Rock; Pós-Punk,36,0,/aborto-eletrico/
The Red Jumpsuit Apparatus,Rock; Hardcore; Punk Rock,84,0,/the-red-jumpsuit-apparatus/
Anberlin,Rock; Rock Alternativo,99,0,/anberlin/
Tori Amos,Rock,291,0,/tori-amos/
Sixx: A.M.,Rock; Hard Rock; Heavy Metal,59,0,/sixx-a-m/
Chantal Kreviazuk,Rock; Romântico; Folk,73,0,/chantal-kreviazuk/
The Trashmen,Rock; Surf Music,6,0,/the-trashmen/
Everclear,Rock Alternativo; Rock; Pop/Punk,133,0,/everclear/
Ted Nugent,Rock,57,0,/ted-nugent/
Marianne Faithfull,Rock,248,0,/marianne-faithfull/
Wolfmother,Rock; Hard Rock; Rock Alternativo,33,0,/wolfmother/
The Lemonheads,Rock; Rock Alternativo; Grunge,125,0,/the-lemonheads/
Natalie Merchant,Rock; Romântico; Axé,106,0,/natalie-merchant/
Johnny Winter,Rock; Blues,108,0,/johnny-winter/
Warren Zevon,Rock,147,0,/warren-zevon/
Abril,Rock; Emocore; Hardcore,36,0,/abril/
Steve Earle,Rock; Folk; Country,239,0,/steve-earle/
The Donnas,Rock; Hard Rock; Punk Rock,124,0,/the-donnas/
Moptop,Rock; Indie; Pop/Rock,31,0,/moptop/
Sublime With Rome,Ska; Rock; Reggae,14,0,/sublime-with-rome/
Small Faces,Rock,45,0,/small-faces/
Michael Kiske,Rock; Hard Rock; Heavy Metal,52,0,/michael-kiske/
Revolverheld,Rock; Pop/Rock; Hardcore,64,0,/revolverheld/
Carbona,Rock; Punk Rock; Pop/Punk,125,0,/carbona/
Juliette Lewis (and The Licks),Rock; Indie; Punk Rock,41,0,/juliette-lewis-and-the-licks/
Adrian Suirady,Rock,21,0,/adrian-suirady/
Leela,Rock,49,0,/leela/
Low,Rock Alternativo; Rock,145,0,/low/
Crazy Horse,Rock,3,0,/crazy-horse/
Beady Eye,Rock; Indie; Rock Alternativo,33,0,/beady-eye/
The Vines,Rock; Indie; Grunge,84,0,/the-vines/
Joe Perry Project,Rock; Hard Rock,45,0,/joe-perry-project/
Eddie Cochran,Rockabilly; Rock,26,0,/eddie-cochran/
Andrew W.K.,Rock; Punk Rock; Hardcore,31,0,/andrew-w-k/
"The Good, The Bad & The Queen",Rock,23,0,/the-good-the-bad-the-queen/
Banda Mantra ॐ,Rock,6,0,/banda-mantra/
Falling Up,Rock; Gospel/Religioso; Pop/Rock,62,0,/falling-up/
The Monks,Rock,12,0,/monks/
Nove Mil Anjos,Rock; Pop/Rock; Punk Rock,15,0,/nove-mil-anjos/
The Panic Channel,Rock; Emocore; J-Pop/J-Rock,13,0,/the-panic-channel/
Apoema,Rock Alternativo; Rock,5,0,/apoema/
Augusto Angeluz,Romântico; Rock Alternativo; Rock,37,0,/augusto-angeluz/
Cage The Elephant,Rock Alternativo; Indie; Rock,70,1.8,/cage-the-elephant/
Travis,Rock Alternativo; Rock,162,1,/travis/
Pixies,Rock Alternativo,130,1,/pixies/
Zimbra,Rock Alternativo,45,0,/zimbra/
Morphine,Rock Alternativo; Blues; Hardcore,56,0,/morphine/
The Church,Rock Alternativo; Progressivo; Pós-Punk,198,0,/the-church/
Móveis Coloniais de Acaju,Rock Alternativo; Rock; Ska,52,0,/moveis-coloniais-de-acaju/
Sunset Sons,Rock Alternativo,14,0,/sunset-sons/
Beatrix,Rock Alternativo; Rock; Pop/Rock,25,0,/beatrix/
Sleater-Kinney,Rock Alternativo,128,0,/sleater-kinney/
NDK,Rock Alternativo,40,0,/ndk/
Roy Orbison,Rockabilly,441,3.3,/roy-orbison/
Shakin' Stevens,Rockabilly,59,0,/shakin-stevens/
The Everly Brothers,Rockabilly,54,0,/the-everly-brothers/
Imelda May,Rockabilly,26,0,/imelda-may/
Rocky Burnette,Rockabilly; Rock,1,0,/rocky-burnette/
Carl Perkins,Rockabilly,29,0,/carl-perkins/
Gene Vincent,Rockabilly; Rock; Country,55,0,/gene-vincent/
The Baseballs,Rockabilly; Rock; Rock Alternativo,52,0,/the-baseballs/
James Intveld,Rockabilly,28,0,/james-intveld/
Ronnie Self,Rockabilly,5,0,/ronnie-self/
Zezé Di Camargo e Luciano,Sertanejo; Romântico; Country,466,60.8,/zeze-di-camargo-e-luciano/
Sam Smith,Romântico; Pop,76,20.7,/sam-smith/
Jorge e Mateus,Romântico; Sertanejo,267,14.7,/jorge-e-mateus/
Bruno e Marrone,Romântico; Sertanejo,387,8.3,/bruno-e-marrone/
Gusttavo Lima,Sertanejo; Romântico,330,10.7,/gusttavo-lima/
Carlos Santorelli,Romântico,903,24.2,/carlos-santorelli/
Milionário e José Rico,Sertanejo; Romântico,347,8.1,/milionario-e-jose-rico/
Lionel Richie,Soul Music; Romântico; Pop,121,14.9,/lionel-richie/
Zé Neto e Cristiano,Sertanejo; Romântico,140,5.1,/ze-neto-e-cristiano/
José Augusto,Romântico,337,7,/jose-augusto/
Carla Bruni,Romântico,76,8.4,/carla-bruni/
Temas de Filmes,COLETÂNEA; Trilha Sonora; Romântico; Instrumental,638,8.3,/temas-de-filmes/
Amado Batista,Romântico; MPB; Jovem Guarda,386,3.3,/amado-batista/
Leandro e Leonardo,Romântico; Sertanejo,206,3.5,/leandro-leonardo/
Daniel,Sertanejo; Romântico,392,5.4,/daniel/
Air Supply,Romântico,204,4.3,/air-supply/
Rick & Renner,Sertanejo; Romântico; Forró,348,2.9,/rick-e-renner/
Leonardo,Romântico; Sertanejo; Country,402,2.8,/leonardo/
Michael Bolton,Romântico,224,3.6,/michael-bolton/
Luis Miguel,Romântico,245,2.6,/luis-miguel/
Eros Ramazzotti,Romântico,262,2.6,/eros-ramazzotti/
Julio Iglesias,Romântico,387,2.3,/julio-iglesias/
Cristiano Araújo,Romântico; Sertanejo,107,1.8,/cristiano-araujo/
César Menotti e Fabiano,Sertanejo; Romântico; Country,307,2.1,/cesar-menotti-fabiano/
João Neto & Frederico,Romântico; Sertanejo; Country,230,1.6,/joao-neto-frederico/
Lara Fabian,Romântico; Trilha Sonora,183,2.7,/lara-fabian/
Marcos e Belutti,Sertanejo; Romântico; Trilha Sonora,171,2.1,/marcos-e-belutti/
Lucas Lucco,Sertanejo; Romântico,140,2.2,/lucas-lucco/
Agnaldo Timóteo,Romântico,450,1.4,/agnaldo-timoteo/
Guilherme e Santiago,Sertanejo; Romântico,255,1.1,/guilherme-e-santiago/
Pablo,Romântico,124,1.4,/pablo/
Odair José,Romântico,180,1.5,/odair-jose/
Fernando Mendes,Romântico,117,1.4,/fernando-mendes/
Israel e Rodolffo,Sertanejo; Romântico,191,1.6,/israel-e-rodolffo/
Felipe Araújo,Sertanejo; Romântico,83,2.5,/felipe-araujo/
Antonio Marcos,Romântico; Jovem Guarda,208,6.1,/antonio-marcos/
Wando,Romântico,155,1,/wando/
Nelson Ned,Romântico,192,1,/nelson-ned/
Leo Magalhães,Romântico; Sertanejo; Forró,132,1.6,/leo-magalhaes/
Barry Manilow,Romântico,330,0,/barry-manilow/
Henrique e Diego,Sertanejo; Romântico,101,1.6,/henrique-e-diego/
Humberto e Ronaldo,Romântico; Sertanejo,163,1.4,/humberto-e-ronaldo/
Paulo Sérgio,Romântico,197,1,/paulo-sergio/
Elymar Santos,Romântico,174,1.4,/elimar-santos/
Zé Henrique e Gabriel,Romântico; Sertanejo; Country,156,1,/ze-henrique-e-gabriel/
Novo Som,Romântico; Gospel/Religioso,114,1,/novo-som/
Um Amor Para Recordar (trilha sonora),Trilha Sonora; Romântico; Instrumental,13,0,/um-amor-para-recordar/
Conrado e Aleksandro,Romântico; Sertanejo; Trilha Sonora,142,1,/conrado-e-aleksandro/
Renan e Ray,Sertanejo; Romântico; Axé,42,0,/renan-e-rai/
Waldick Soriano,Romântico,128,0,/waldick-soriano/
Gilliard,Romântico,205,0,/gilliard/
Cidia e Dan,Romântico; MPB; Trilha Sonora,64,1,/cidia-e-dan/
Fina Estampa (novela),Romântico; Trilha Sonora,34,1.3,/fina-estampa-novela/
Bartô Galeno,Romântico,92,0,/barto-galeno/
A Favorita (novela),Trilha Sonora; Romântico; MPB,43,0,/a-favorita-novela/
Israel Novaes,Sertanejo; Romântico; Forró,101,0,/israel-novaes/
Tânia Mara,Romântico,82,0,/tania-mara/
Nashville,Sertanejo; Romântico; Trilha Sonora,69,0,/banda-nashville/
Perla,Romântico; Pop; Pagode,121,0,/perla/
Tony Carreira,Romântico; Clássico; Instrumental,167,0,/tony-carreira/
Silvano Salles,Romântico; Forró; Axé,120,0,/silvano-salles/
Fred e Gustavo,Romântico; Sertanejo; Country,106,0,/fred-e-gustavo/
Viver A Vida (novela),Trilha Sonora; Romântico; Pop,35,0,/viver-a-vida-novela/
Christian e Cristiano,Sertanejo; Romântico; Country,46,0,/christian-e-cristiano/
Ti Ti Ti (novela),Trilha Sonora; Romântico,62,1.4,/tititi/
Adriana (romântica),Romântico; Jovem Guarda; Pop/Rock,51,0,/adriana-romantica/
Kátia,Romântico,59,0,/katia/
Luciano Costa,Romântico; Sertanejo,30,0,/luciano-costa/
Adair Cardoso,Romântico; Sertanejo; Trilha Sonora,67,0,/adair-cardoso/
Hélène Segara,Romântico,99,0,/helene/
Rosélia Sousa Oliveira,Sertanejo; Romântico,24,0,/roselia-sousa-oliveira/
Israel Lucero,Romântico; Sertanejo; Country,26,0,/israel-lucero/
Sandro e Gustavo,Romântico; World Music; Sertanejo,16,0,/sandro-e-gustavo/
Ornella Di Santis,Romântico; Pagode; Pop,9,0,/ornella-di-santis/
Assis Cavalcanti,Romântico; Sertanejo; Forró,69,0,/assis-cavalcanti/
Luana e Luara,Romântico; Sertanejo,3,0,/luana-e-luara/
Victor Chaves,Romântico; Sertanejo,10,0,/victor-chaves/
Caco de Castro,Sertanejo; Romântico; Electro Swing,1,0,/caco-de-castro/
Clidenor Moreira,Romântico,11,0,/clidenor-moreira/
Jorge Aragão,Samba,175,3.9,/jorge-aragao/
Martinho da Vila,Samba,224,2.1,/martinho-da-vila/
Diogo Nogueira,Samba; MPB,154,1.8,/diogo-nogueira/
Reinaldo,Samba,101,1.8,/reinaldo/
Benito Di Paula,Samba; MPB,231,1.4,/benito-di-paula/
Clara Nunes,Samba; MPB,218,1.6,/clara-nunes/
Beth Carvalho,Samba,256,1.8,/beth-carvalho/
Elza Soares,Samba,231,1.6,/elza-soares/
Dudu Nobre,Samba,109,1.2,/dudu-nobre/
Almir Guineto,Samba,78,1,/almir-guineto/
